Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Type
PS2,2003,Action,1500000,1280000,50000,460000,console
PS2,2010,Sports,0,0,90000,0,console
PSP,2009,Fighting,120000,200000,70000,120000,portable
GC,2004,Fighting,0,0,430000,10000,console
PS2,2006,Sports,380000,10000,0,60000,console
GBA,2005,Racing,40000,20000,0,0,portable
DS,2006,Role-Playing,0,0,10000,0,portable
PS3,2010,Action,120000,40000,0,20000,console
DS,2010,Misc,0,0,80000,0,portable
PS4,2015,Action,460000,1020000,70000,280000,console
SNES,1993,Puzzle,0,0,1690000,10000,console
DS,2008,Platform,0,0,90000,0,portable
PS,1998,Misc,460000,310000,0,50000,console
PS2,2005,Sports,330000,10000,0,50000,console
PS2,2006,Sports,470000,20000,0,80000,console
PS4,2016,Shooter,1300000,2069999,180000,650000,console
PS3,2013,Misc,80000,0,190000,10000,console
PS2,2007,Action,0,0,20000,0,console
XB,2005,Action,30000,10000,0,0,console
DS,2008,Misc,40000,0,0,0,portable
DS,2010,Adventure,40000,10000,0,0,portable
PS3,2008,Sports,560000,0,0,50000,console
GC,2003,Sports,20000,0,0,0,console
Wii,2010,Fighting,300000,130000,0,40000,console
PS,2001,Action,80000,50000,0,10000,console
GBA,2001,Role-Playing,10000,10000,0,0,portable
XB,2005,Shooter,80000,20000,0,0,console
PSV,2016,Action,0,0,40000,0,portable
X360,2012,Action,280000,130000,0,40000,console
PSP,2012,Role-Playing,0,0,70000,0,portable
PSV,2015,Action,0,0,190000,0,portable
DS,2009,Puzzle,1710000,320000,20000,180000,portable
X360,2014,Fighting,130000,80000,0,20000,console
PSP,2007,Action,30000,120000,0,70000,portable
SAT,1994,Fighting,0,0,40000,0,console
GBA,2002,Action,150000,50000,0,0,portable
XB,2006,Action,420000,110000,0,20000,console
Wii,2009,Misc,0,0,400000,0,console
Wii,2013,Misc,1980000,1470000,0,320000,console
X360,2011,Shooter,70000,20000,0,10000,console
DS,2007,Sports,0,0,210000,0,portable
PS4,2014,Misc,190000,130000,0,60000,console
XOne,2015,Shooter,40000,50000,0,10000,console
GBA,2004,Action,490000,180000,0,10000,portable
GBA,2007,Action,140000,50000,0,0,portable
PSV,2014,Adventure,0,0,10000,0,portable
PS,1999,Racing,90000,60000,0,10000,console
PS3,2013,Shooter,1300000,1510000,270000,610000,console
PS,1999,Sports,0,0,760000,50000,console
PC,2005,Shooter,0,20000,0,0,pc
PS2,2006,Adventure,0,0,50000,0,console
DS,2009,Sports,0,0,190000,0,portable
DS,2008,Action,0,0,30000,0,portable
PS2,2003,Action,60000,50000,0,20000,console
PS2,2003,Shooter,170000,130000,0,40000,console
PS,1998,Misc,170000,120000,0,20000,console
PSP,2009,Sports,0,0,60000,0,portable
XB,2001,Action,210000,60000,0,10000,console
PS2,2002,Platform,80000,60000,0,20000,console
DS,2008,Puzzle,170000,780000,0,40000,portable
PSP,2009,Simulation,0,0,80000,0,portable
Wii,2009,Sports,360000,0,0,30000,console
GC,2003,Action,10000,0,0,0,console
PS2,2002,Fighting,1320000,1080000,40000,390000,console
PSP,2011,Adventure,0,0,40000,0,portable
XB,2005,Action,70000,20000,0,0,console
3DS,2015,Fighting,0,0,70000,0,portable
PC,2015,Simulation,0,40000,0,0,pc
GBA,2005,Sports,20000,10000,0,0,portable
PS,1996,Misc,0,0,40000,0,console
XB,2003,Sports,1020000,20000,0,50000,console
XB,2005,Action,50000,10000,0,0,console
PS2,2004,Simulation,50000,40000,0,10000,console
PC,2009,Action,0,270000,0,50000,pc
Wii,2008,Adventure,160000,0,0,10000,console
PSV,2016,Action,0,0,50000,0,portable
PSP,2006,Racing,10000,0,0,0,portable
PS,2001,Role-Playing,370000,250000,0,40000,console
PSP,2010,Shooter,170000,130000,60000,80000,portable
SAT,1999,Sports,0,0,90000,0,console
WiiU,2014,Action,100000,110000,0,20000,portable
PS3,2009,Misc,0,150000,0,20000,console
DS,2006,Strategy,10000,10000,0,0,portable
PS3,2010,Action,110000,30000,0,20000,console
GC,2005,Adventure,110000,30000,0,0,console
XB,2004,Racing,20000,10000,0,0,console
GBA,2005,Platform,100000,40000,0,0,portable
PS2,2003,Strategy,90000,70000,0,20000,console
DS,2007,Adventure,0,0,20000,0,portable
PS2,2007,Role-Playing,200000,160000,0,50000,console
PC,2009,Sports,10000,20000,0,10000,pc
3DS,2011,Puzzle,0,0,130000,0,portable
DS,2010,Role-Playing,510000,170000,580000,60000,portable
X360,2008,Misc,390000,10000,0,30000,console
PSP,2009,Simulation,0,0,20000,0,portable
PS3,2012,Sports,0,0,190000,0,console
X360,2009,Racing,140000,10000,0,10000,console
XB,2003,Simulation,650000,190000,0,30000,console
PC,2000,Simulation,10000,30000,0,10000,pc
DS,2010,Action,110000,20000,0,10000,portable
PSP,2005,Sports,0,0,20000,0,portable
Wii,2011,Misc,230000,10000,0,20000,console
N64,1999,Action,680000,120000,0,10000,console
PSP,2010,Adventure,0,0,30000,0,portable
DS,2009,Adventure,100000,120000,0,20000,portable
NES,1984,Puzzle,270000,80000,850000,20000,console
PS,2001,Adventure,60000,40000,0,10000,console
PS,1998,Sports,170000,120000,0,20000,console
DS,2008,Misc,90000,30000,0,10000,portable
PS2,2003,Simulation,80000,60000,190000,20000,console
3DS,2012,Action,0,0,60000,0,portable
2600,1981,Shooter,320000,20000,0,0,console
PSP,2006,Action,550000,210000,0,160000,portable
PS3,2012,Sports,240000,220000,0,90000,console
Wii,2007,Sports,360000,10000,0,30000,console
DS,2010,Action,0,0,70000,0,portable
Wii,2010,Strategy,0,0,320000,0,console
GBA,2005,Role-Playing,810000,300000,0,20000,portable
X360,2009,Misc,110000,0,0,10000,console
PS4,2015,Action,0,0,50000,0,console
GBA,2005,Adventure,50000,20000,0,0,portable
DS,2009,Action,40000,10000,0,0,portable
WiiU,2014,Action,200000,0,80000,20000,portable
XB,2003,Misc,330000,80000,0,10000,console
XB,2004,Sports,810000,50000,0,40000,console
GC,2002,Sports,160000,40000,0,10000,console
Wii,2011,Sports,80000,0,0,10000,console
N64,1999,Shooter,210000,50000,0,0,console
XB,2003,Racing,10000,0,0,0,console
DS,2010,Simulation,80000,10000,0,10000,portable
PS2,2006,Platform,10000,10000,0,0,console
PS2,2002,Strategy,0,0,380000,0,console
PS,1996,Sports,480000,330000,0,60000,console
DS,2009,Simulation,0,0,10000,0,portable
PS,1999,Strategy,0,0,210000,10000,console
PC,2001,Strategy,0,40000,0,10000,pc
PS,1998,Shooter,360000,250000,0,40000,console
PS3,2013,Role-Playing,900000,370000,250000,240000,console
PS3,2008,Platform,120000,210000,0,80000,console
DS,2011,Strategy,950000,150000,0,80000,portable
PSP,2009,Action,0,0,260000,0,portable
N64,2000,Fighting,1200000,270000,20000,20000,console
PS2,2008,Action,30000,30000,0,10000,console
PS2,2009,Misc,170000,130000,0,40000,console
DS,2008,Puzzle,100000,20000,0,10000,portable
DS,2008,Platform,310000,30000,40000,30000,portable
PS2,2002,Racing,320000,250000,0,80000,console
PSP,2010,Simulation,0,0,60000,0,portable
3DS,2016,Action,20000,10000,10000,0,portable
DS,2005,Action,170000,0,0,10000,portable
DS,2012,Puzzle,0,30000,0,0,portable
GC,2004,Action,630000,160000,0,20000,console
NES,1987,Role-Playing,150000,0,2410000,0,console
Wii,2007,Shooter,910000,740000,70000,90000,console
GC,2005,Sports,250000,70000,0,10000,console
DS,2007,Action,290000,0,0,20000,portable
X360,2009,Sports,510000,100000,0,60000,console
PS,1997,Shooter,20000,10000,0,0,console
PS2,2002,Sports,80000,70000,0,20000,console
PS,2002,Simulation,30000,20000,0,0,console
PS3,2013,Platform,30000,40000,0,10000,console
PS2,2003,Simulation,1070000,1190000,0,180000,console
PS3,2010,Action,510000,420000,0,170000,console
DS,2012,Puzzle,0,50000,0,10000,portable
XB,2005,Action,70000,20000,0,0,console
DS,2008,Role-Playing,0,140000,380000,20000,portable
XOne,2016,Sports,540000,40000,0,70000,console
X360,2012,Misc,130000,20000,0,10000,console
GBA,2002,Sports,310000,110000,0,10000,portable
PS3,2008,Role-Playing,190000,130000,70000,60000,console
PS,1996,Misc,230000,150000,0,30000,console
PS,1996,Sports,90000,60000,0,10000,console
X360,2011,Racing,60000,0,0,0,console
Wii,2010,Action,140000,70000,0,20000,console
PS,2000,Racing,60000,40000,0,10000,console
PS3,2007,Shooter,70000,10000,0,10000,console
XB,2005,Action,340000,170000,0,20000,console
PSP,2007,Puzzle,110000,0,0,10000,portable
PS2,2005,Racing,1220000,50000,0,10000,console
PSV,2014,Role-Playing,60000,10000,20000,20000,portable
PS2,2004,Role-Playing,30000,30000,0,10000,console
PS,1997,Adventure,0,0,120000,10000,console
XB,2003,Action,250000,70000,0,10000,console
PS,1999,Misc,0,0,500000,40000,console
DS,2010,Shooter,50000,10000,0,0,portable
X360,2009,Adventure,0,0,10000,0,console
PS,1999,Role-Playing,320000,220000,0,40000,console
DS,2009,Puzzle,130000,0,0,10000,portable
PS2,2004,Sports,60000,50000,0,20000,console
N64,1999,Strategy,30000,10000,0,0,console
Wii,2010,Puzzle,610000,190000,0,70000,console
PSP,2009,Misc,90000,0,0,10000,portable
PS3,2012,Action,0,0,20000,0,console
PS2,2010,Fighting,0,0,10000,0,console
PS2,2004,Racing,600000,470000,0,160000,console
PSP,2007,Action,100000,170000,0,100000,portable
DS,2008,Racing,110000,0,0,10000,portable
DS,2011,Misc,150000,80000,0,20000,portable
X360,2009,Sports,110000,20000,0,10000,console
NES,1985,Platform,29080000,3580000,6810000,770000,console
Wii,2009,Misc,30000,0,0,0,console
N64,2000,Action,300000,60000,0,0,console
GC,2003,Platform,130000,30000,0,0,console
PS3,2013,Action,100000,110000,0,50000,console
PS3,2012,Action,0,0,100000,0,console
PS3,2010,Sports,180000,60000,0,30000,console
X360,2011,Misc,870000,0,0,50000,console
PC,2003,Strategy,10000,20000,0,0,pc
DS,2009,Puzzle,40000,0,0,0,portable
PS3,2008,Misc,280000,480000,0,140000,console
PS2,2003,Platform,260000,200000,0,70000,console
WiiU,2014,Racing,3130000,2069999,1270000,490000,portable
Wii,2007,Misc,110000,20000,30000,10000,console
GBA,2004,Adventure,600000,220000,0,10000,portable
PS2,2007,Adventure,0,0,10000,0,console
X360,2009,Racing,2990000,1920000,100000,510000,console
PS3,2013,Adventure,0,0,20000,0,console
GBA,2005,Misc,120000,50000,0,0,portable
GBA,2005,Action,40000,10000,0,0,portable
PSP,2007,Puzzle,20000,0,0,0,portable
SNES,1994,Strategy,0,0,370000,0,console
XB,2007,Action,130000,40000,0,10000,console
PSP,2012,Adventure,0,0,20000,0,portable
GBA,2004,Adventure,0,0,80000,0,portable
3DS,2015,Adventure,0,0,10000,0,portable
PS3,2011,Shooter,640000,580000,50000,230000,console
PS3,2007,Shooter,3100000,2300000,280000,1040000,console
PS2,2004,Shooter,1930000,1220000,30000,440000,console
PS3,2008,Platform,190000,190000,0,80000,console
DS,2007,Shooter,130000,0,0,10000,portable
GBA,2001,Action,870000,660000,80000,80000,portable
X360,2011,Action,20000,0,0,0,console
Wii,2007,Sports,290000,10000,0,30000,console
X360,2007,Sports,110000,10000,0,10000,console
DS,2009,Puzzle,300000,110000,0,40000,portable
PS,2001,Action,60000,40000,0,10000,console
SNES,1993,Misc,0,0,50000,0,console
PSV,2012,Role-Playing,0,0,100000,0,portable
PS3,2012,Shooter,4990000,5880000,650000,2520000,console
PS3,2013,Misc,510000,270000,50000,150000,console
PC,2014,Shooter,0,130000,0,10000,pc
DS,2009,Puzzle,110000,0,0,10000,portable
PSV,2012,Platform,130000,350000,0,110000,portable
PS2,2000,Action,0,0,70000,0,console
PC,2013,Shooter,0,100000,0,20000,pc
PS2,2005,Action,2080000,830000,460000,250000,console
WiiU,2014,Action,0,0,20000,0,portable
XOne,2015,Sports,0,40000,0,0,console
PS3,2012,Action,500000,280000,40000,140000,console
3DS,2014,Role-Playing,4230000,3370000,3080000,650000,portable
SAT,1995,Shooter,0,0,60000,0,console
PS4,2016,Action,0,0,80000,0,console
Wii,2009,Adventure,550000,170000,420000,60000,console
PC,2013,Action,40000,120000,0,20000,pc
PS2,2006,Adventure,0,0,10000,0,console
PS2,2004,Adventure,20000,20000,0,10000,console
DS,2008,Puzzle,50000,0,0,0,portable
DS,2008,Misc,1230000,640000,0,190000,portable
SNES,1995,Platform,0,0,310000,0,console
DS,2009,Action,0,0,120000,0,portable
3DS,2015,Adventure,0,0,40000,0,portable
PS2,2004,Sports,20000,20000,0,10000,console
GBA,2004,Adventure,370000,140000,170000,10000,portable
DS,2009,Adventure,280000,0,0,20000,portable
PS,1995,Racing,560000,380000,0,70000,console
GC,2005,Adventure,140000,40000,0,0,console
GC,2003,Sports,120000,30000,0,0,console
SNES,1991,Misc,0,0,80000,0,console
PSP,2009,Adventure,0,0,10000,0,portable
GBA,2003,Racing,10000,0,0,0,portable
GC,2004,Shooter,310000,80000,0,10000,console
DS,2008,Sports,130000,0,0,10000,portable
PC,2013,Platform,0,10000,0,0,pc
DS,2008,Shooter,30000,0,0,0,portable
PSV,2012,Action,0,300000,50000,120000,portable
PS2,2003,Sports,0,0,520000,0,console
DS,2008,Role-Playing,60000,0,0,0,portable
PSP,2011,Role-Playing,70000,0,40000,10000,portable
DS,2007,Action,0,0,60000,0,portable
Wii,2010,Sports,170000,0,0,10000,console
PS,2000,Sports,120000,80000,0,10000,console
PS3,2013,Sports,0,0,260000,0,console
DS,2008,Sports,110000,0,0,10000,portable
DS,2009,Simulation,70000,0,0,10000,portable
DC,2000,Fighting,0,0,140000,0,console
XB,2005,Shooter,50000,10000,0,0,console
XB,2006,Sports,20000,10000,0,0,console
XOne,2016,Shooter,520000,250000,0,80000,console
DS,2008,Misc,0,0,650000,0,portable
N64,1999,Shooter,210000,50000,0,0,console
PS3,2014,Action,30000,130000,20000,40000,console
PC,2014,Role-Playing,0,30000,0,0,pc
PS2,2001,Misc,80000,60000,0,20000,console
PC,2011,Simulation,0,40000,0,10000,pc
PS3,2010,Sports,660000,0,0,50000,console
PS2,2001,Simulation,110000,80000,0,30000,console
PS3,2008,Adventure,90000,30000,0,20000,console
PC,2010,Sports,0,1010000,0,250000,pc
XB,2005,Action,830000,280000,0,50000,console
PS2,2000,Action,300000,230000,380000,80000,console
DS,2007,Misc,150000,20000,0,10000,portable
PSP,2013,Adventure,0,0,10000,0,portable
N64,1999,Racing,110000,30000,0,0,console
DS,2009,Simulation,70000,0,0,0,portable
GB,1997,Simulation,0,0,1440000,10000,portable
X360,2011,Adventure,0,0,80000,0,console
2600,1983,Action,150000,10000,0,0,console
PS2,2009,Sports,0,0,80000,0,console
GBA,2007,Misc,10000,0,0,0,portable
PS,1999,Racing,990000,160000,0,40000,console
PS,1998,Racing,0,0,90000,10000,console
XB,2005,Sports,1750000,30000,0,80000,console
PS3,2014,Adventure,30000,40000,0,10000,console
DS,2011,Misc,70000,0,0,10000,portable
DS,2009,Puzzle,100000,0,0,10000,portable
Wii,2010,Shooter,60000,10000,0,10000,console
XB,2004,Shooter,80000,20000,0,0,console
PS3,2016,Action,30000,70000,0,20000,console
PC,2007,Strategy,10000,60000,0,10000,pc
X360,2007,Racing,2350000,1280000,30000,410000,console
XB,2004,Fighting,90000,30000,0,0,console
Wii,2011,Simulation,150000,0,0,10000,console
DS,2005,Misc,700000,10000,0,60000,portable
Wii,2009,Role-Playing,170000,120000,60000,30000,console
X360,2013,Action,290000,160000,0,40000,console
X360,2013,Sports,400000,100000,0,40000,console
PSP,2007,Action,220000,0,0,20000,portable
PS3,2007,Action,2310000,1730000,120000,780000,console
PS3,2011,Platform,80000,60000,0,30000,console
PS2,2006,Racing,970000,40000,0,160000,console
PS2,2005,Racing,10000,10000,0,0,console
DS,2007,Fighting,90000,10000,0,10000,portable
PS,2000,Shooter,10000,10000,0,0,console
XB,2003,Sports,360000,80000,140000,20000,console
DS,2008,Strategy,120000,0,0,10000,portable
3DS,2013,Action,30000,0,0,0,portable
DS,2009,Puzzle,80000,10000,0,10000,portable
X360,2009,Fighting,1480000,390000,0,190000,console
DS,2009,Misc,40000,20000,0,10000,portable
X360,2010,Misc,14970000,4940000,240000,1670000,console
GBA,2003,Platform,10000,0,0,0,portable
X360,2007,Action,80000,10000,0,10000,console
X360,2012,Action,320000,170000,0,40000,console
PSV,2012,Adventure,0,0,70000,0,portable
X360,2011,Action,100000,340000,0,70000,console
X360,2009,Action,620000,330000,0,90000,console
PSP,2006,Strategy,150000,0,0,10000,portable
PSP,2012,Action,0,0,150000,0,portable
DS,2010,Misc,170000,0,0,10000,portable
DS,2006,Simulation,920000,940000,0,220000,portable
PS,1998,Sports,1650000,460000,100000,100000,console
2600,1981,Shooter,1490000,90000,0,20000,console
PS4,2014,Action,1400000,1860000,110000,770000,console
XOne,2015,Sports,310000,220000,0,50000,console
PS,1996,Fighting,70000,50000,0,10000,console
PSP,2010,Strategy,0,0,30000,0,portable
PS2,2004,Shooter,390000,310000,0,100000,console
PSP,2005,Misc,750000,180000,0,160000,portable
PS2,2001,Action,0,0,50000,0,console
GC,2002,Sports,60000,20000,0,0,console
NES,1986,Platform,0,0,1050000,0,console
PS4,2014,Action,70000,100000,10000,40000,console
PSP,2011,Adventure,0,0,150000,0,portable
PSV,2013,Role-Playing,80000,0,40000,20000,portable
Wii,2009,Action,50000,0,0,0,console
XB,2003,Platform,410000,430000,10000,50000,console
DS,2007,Racing,330000,0,0,20000,portable
PS3,2008,Action,580000,460000,340000,210000,console
PS2,2008,Role-Playing,730000,30000,0,120000,console
DS,2006,Misc,0,0,70000,0,portable
PSV,2012,Misc,110000,100000,10000,50000,portable
GBA,2003,Sports,430000,160000,0,10000,portable
Wii,2007,Misc,680000,0,0,50000,console
Wii,2008,Misc,10000,0,250000,0,console
GBA,2003,Platform,100000,40000,0,0,portable
XB,2004,Shooter,60000,20000,0,0,console
3DS,2015,Action,0,0,110000,0,portable
DS,2006,Action,270000,10000,0,20000,portable
X360,2013,Sports,640000,390000,0,100000,console
PS3,2009,Adventure,140000,60000,0,30000,console
PS2,2008,Role-Playing,0,0,170000,0,console
PS,2000,Sports,90000,60000,0,10000,console
DS,2010,Racing,40000,0,0,0,portable
PS2,2009,Sports,100000,80000,0,30000,console
PS2,2002,Misc,0,0,200000,0,console
XB,2005,Shooter,320000,240000,0,20000,console
X360,2013,Action,0,10000,0,0,console
X360,2010,Sports,0,10000,0,0,console
DS,2009,Racing,50000,0,20000,0,portable
PSV,2013,Sports,0,100000,0,40000,portable
3DS,2012,Action,150000,30000,0,10000,portable
PS,1999,Action,100000,70000,0,10000,console
GC,2002,Action,410000,110000,0,10000,console
DS,2009,Misc,130000,200000,0,40000,portable
GC,2002,Racing,110000,30000,0,0,console
DS,2011,Misc,140000,10000,0,10000,portable
DS,2007,Misc,20000,0,0,0,portable
WiiU,2012,Action,180000,260000,0,40000,portable
Wii,2011,Misc,100000,0,0,10000,console
PS2,2002,Role-Playing,0,0,70000,0,console
3DS,2011,Racing,190000,150000,120000,30000,portable
N64,1999,Platform,100000,20000,0,0,console
DS,2006,Action,30000,0,0,0,portable
DS,2011,Adventure,0,0,20000,0,portable
3DS,2015,Simulation,470000,1000000,1390000,120000,portable
GBA,2002,Platform,0,0,460000,10000,portable
PSP,2012,Adventure,0,0,40000,0,portable
WiiU,2013,Misc,310000,540000,840000,80000,portable
PC,2004,Sports,0,10000,0,0,pc
PS4,2015,Simulation,100000,200000,0,50000,console
PS3,2009,Action,520000,160000,80000,100000,console
PS2,2002,Sports,0,0,70000,0,console
PSV,2015,Action,0,0,10000,0,portable
Wii,2010,Adventure,0,20000,0,0,console
PS2,2007,Misc,0,0,20000,0,console
XB,2002,Racing,140000,40000,20000,10000,console
3DS,2011,Puzzle,70000,0,0,0,portable
PS2,2006,Adventure,0,0,10000,0,console
GBA,2002,Role-Playing,20000,10000,0,0,portable
X360,2009,Simulation,0,0,70000,0,console
DS,2010,Action,0,0,470000,0,portable
XB,2004,Role-Playing,990000,330000,0,50000,console
PS2,2003,Shooter,40000,30000,0,10000,console
PS2,2002,Role-Playing,40000,30000,0,10000,console
DS,2007,Action,20000,0,0,0,portable
X360,2007,Racing,260000,0,0,20000,console
PSP,2006,Action,80000,0,0,10000,portable
SAT,1996,Shooter,0,0,20000,0,console
PS3,2009,Misc,280000,240000,0,100000,console
Wii,2008,Puzzle,120000,0,0,10000,console
X360,2010,Action,80000,60000,0,20000,console
PSV,2012,Action,90000,100000,0,40000,portable
X360,2008,Fighting,920000,440000,70000,150000,console
PC,2012,Adventure,0,130000,0,30000,pc
PS3,2011,Sports,150000,30000,0,20000,console
PS2,2001,Sports,20000,10000,0,0,console
WiiU,2016,Platform,10000,10000,0,0,portable
GBA,2002,Misc,130000,50000,0,0,portable
2600,1982,Platform,500000,30000,0,10000,console
PS2,2008,Misc,210000,160000,0,50000,console
PS4,2015,Adventure,0,60000,0,10000,console
PS2,2004,Fighting,1080000,200000,0,200000,console
GBA,2002,Racing,10000,0,0,0,portable
Wii,2011,Shooter,110000,0,0,10000,console
Wii,2009,Misc,70000,0,0,10000,console
PC,2015,Strategy,0,10000,0,0,pc
PS3,2009,Sports,0,0,50000,0,console
PS2,2008,Sports,0,0,50000,0,console
X360,2011,Shooter,140000,110000,0,30000,console
DS,2008,Platform,30000,10000,0,0,portable
PC,1996,Action,960000,70000,0,0,pc
3DS,2016,Action,0,0,10000,0,portable
DS,2011,Role-Playing,170000,10000,120000,10000,portable
PSV,2015,Adventure,0,0,10000,0,portable
GBA,2004,Platform,0,0,200000,10000,portable
PC,2007,Shooter,10000,40000,0,10000,pc
DS,2011,Adventure,0,0,40000,0,portable
PSV,2015,Adventure,0,0,60000,0,portable
PS,1998,Misc,630000,430000,0,70000,console
Wii,2012,Misc,0,0,290000,0,console
DS,2008,Adventure,30000,0,0,0,portable
PS2,2002,Sports,0,0,550000,0,console
XB,2004,Platform,80000,20000,0,0,console
PS3,2014,Action,30000,40000,0,10000,console
PS,2000,Misc,160000,110000,0,20000,console
GBA,2002,Action,1210000,640000,50000,90000,portable
PS2,2002,Platform,740000,950000,0,280000,console
GBA,2004,Sports,40000,20000,0,0,portable
PS3,2009,Misc,0,190000,0,50000,console
PC,2006,Puzzle,10000,0,0,0,pc
XOne,2016,Shooter,10000,20000,0,0,console
Wii,2011,Action,360000,190000,0,50000,console
PS4,2015,Action,90000,250000,20000,60000,console
DS,2005,Racing,150000,20000,0,10000,portable
PS2,2009,Sports,330000,10000,0,50000,console
GBA,2002,Simulation,50000,20000,0,0,portable
Wii,2010,Adventure,160000,60000,0,20000,console
PS3,2013,Action,0,0,260000,0,console
PS2,2002,Action,30000,20000,0,10000,console
PS3,2013,Shooter,190000,110000,0,50000,console
GC,2003,Racing,770000,200000,0,30000,console
X360,2008,Action,270000,240000,0,60000,console
GC,2005,Misc,40000,10000,0,0,console
N64,1998,Sports,0,0,270000,0,console
Wii,2008,Fighting,140000,10000,0,10000,console
XB,2001,Action,180000,50000,0,10000,console
X360,2008,Action,220000,30000,0,20000,console
DS,2006,Fighting,20000,10000,160000,0,portable
PS4,2016,Fighting,390000,410000,100000,160000,console
PS2,2004,Role-Playing,100000,80000,0,30000,console
PSV,2016,Adventure,0,0,10000,0,portable
3DS,2016,Action,160000,120000,110000,30000,portable
PS,1997,Simulation,130000,90000,160000,30000,console
Wii,2007,Sports,20000,0,0,0,console
PS,2000,Action,510000,350000,0,60000,console
PSV,2015,Action,30000,160000,0,50000,portable
PSP,2004,Misc,0,0,100000,0,portable
PSV,2014,Role-Playing,40000,10000,60000,20000,portable
3DS,2011,Racing,70000,60000,0,10000,portable
Wii,2008,Platform,500000,370000,0,100000,console
3DS,2013,Action,0,0,50000,0,portable
PSP,2006,Simulation,0,10000,0,0,portable
PSV,2016,Adventure,0,0,20000,0,portable
XB,2002,Strategy,50000,20000,0,0,console
GBA,2002,Sports,30000,10000,0,0,portable
PS,1999,Adventure,30000,20000,0,0,console
XB,2005,Shooter,530000,150000,0,30000,console
Wii,2011,Action,70000,0,0,0,console
X360,2006,Shooter,1090000,40000,100000,110000,console
PS,1998,Adventure,30000,20000,70000,10000,console
PS2,2001,Action,70000,50000,0,20000,console
XB,2006,Sports,160000,350000,0,40000,console
DS,2009,Simulation,0,0,260000,0,portable
GBA,2003,Simulation,340000,130000,110000,10000,portable
PS2,2005,Sports,40000,30000,0,10000,console
PS2,2009,Adventure,0,0,20000,0,console
X360,2011,Shooter,250000,270000,0,60000,console
PSP,2007,Racing,30000,0,0,0,portable
PS3,2011,Action,40000,10000,0,10000,console
PSP,2012,Role-Playing,0,0,70000,0,portable
PSP,2013,Misc,0,0,10000,0,portable
DS,2008,Puzzle,140000,10000,0,10000,portable
SNES,1994,Sports,0,0,20000,0,console
PSP,2008,Role-Playing,470000,570000,4130000,340000,portable
GBA,2001,Platform,90000,30000,0,0,portable
PS,1998,Fighting,810000,550000,0,100000,console
PS2,2004,Sports,140000,110000,0,40000,console
PSV,2015,Role-Playing,0,0,70000,0,portable
PC,2012,Shooter,100000,30000,0,10000,pc
DS,2010,Simulation,130000,0,0,10000,portable
X360,2010,Shooter,540000,510000,0,120000,console
DS,2011,Role-Playing,0,0,620000,0,portable
PS2,2008,Racing,60000,50000,0,20000,console
PS,1996,Adventure,10000,10000,0,0,console
Wii,2009,Action,220000,80000,80000,30000,console
PS2,2001,Simulation,170000,130000,0,40000,console
SNES,1995,Adventure,0,0,50000,0,console
PS2,2008,Sports,70000,60000,0,20000,console
PS2,2007,Sports,590000,20000,10000,100000,console
DS,2010,Misc,140000,0,0,10000,portable
PS,2001,Role-Playing,0,0,320000,20000,console
PS2,2004,Misc,100000,80000,0,30000,console
PS2,2007,Role-Playing,50000,40000,20000,10000,console
SNES,1994,Simulation,0,0,270000,0,console
PS2,2006,Misc,120000,750000,0,230000,console
PS,1996,Racing,1330000,400000,30000,70000,console
PS,2000,Racing,90000,60000,0,10000,console
PS2,2004,Action,220000,170000,0,60000,console
3DS,2013,Action,160000,100000,0,20000,portable
DS,2008,Action,160000,0,0,10000,portable
PS,1998,Sports,20000,20000,350000,30000,console
PSP,2009,Action,220000,240000,0,140000,portable
DS,2009,Misc,60000,0,0,0,portable
GBA,2001,Racing,390000,160000,370000,120000,portable
XB,2003,Action,60000,20000,0,0,console
PS,2000,Platform,300000,210000,200000,50000,console
DS,2009,Role-Playing,2260000,480000,810000,270000,portable
GBA,2003,Racing,70000,30000,0,0,portable
DS,2010,Platform,210000,20000,110000,20000,portable
PC,2008,Adventure,0,10000,0,0,pc
X360,2011,Action,70000,140000,0,30000,console
X360,2008,Sports,650000,0,0,50000,console
PS2,2008,Adventure,0,0,10000,0,console
PC,2015,Strategy,0,40000,0,0,pc
Wii,2008,Sports,200000,0,0,20000,console
GBA,2003,Adventure,0,0,360000,10000,portable
XB,2004,Sports,330000,600000,0,40000,console
PS,2000,Sports,180000,120000,0,20000,console
X360,2013,Sports,2100000,200000,0,170000,console
PSP,2008,Sports,0,0,310000,0,portable
PSP,2010,Adventure,0,0,10000,0,portable
PS,1999,Action,330000,220000,0,40000,console
DS,2006,Misc,0,0,520000,0,portable
PS,1996,Racing,0,0,230000,20000,console
XB,2003,Racing,240000,70000,0,10000,console
PC,2006,Action,10000,20000,0,10000,pc
PS,2001,Shooter,490000,330000,0,60000,console
PS2,2008,Sports,400000,20000,0,70000,console
PSV,2014,Role-Playing,0,0,50000,0,portable
X360,2014,Role-Playing,250000,190000,10000,40000,console
PS2,2001,Adventure,270000,210000,0,70000,console
PC,2010,Simulation,10000,0,0,0,pc
Wii,2009,Misc,220000,0,0,20000,console
Wii,2010,Platform,1020000,520000,920000,140000,console
PS,2001,Action,140000,100000,160000,30000,console
Wii,2010,Misc,100000,0,0,10000,console
X360,2011,Misc,160000,70000,0,20000,console
